super_opeid,name,cohort,type,tier,iclevel,state,count,access,success,mobility
1772,Trinity International University,1986,Private Non-profit,Selective private,Four-year,IL,156,6.7882509,12.40427,.84203297
1772,Trinity International University,1987,Private Non-profit,Selective private,Four-year,IL,164,8.724618,14.390382,1.2555059
1772,Trinity International University,1988,Private Non-profit,Selective private,Four-year,IL,140,4.3230433,17.602261,.76095337
1772,Trinity International University,1989,Private Non-profit,Selective private,Four-year,IL,137,6.959662,32.317753,2.2492063
1772,Trinity International University,1990,Private Non-profit,Selective private,Four-year,IL,163,6.8049989,36.047085,2.4530039
1772,Trinity International University,1991,Private Non-profit,Selective private,Four-year,IL,145,3.8941615,14.520818,.56546408
3647,Trinity University,1980,Private Non-profit,Highly selective private,Four-year,TX,575,2.3065,53.354805,1.2306286
3647,Trinity University,1981,Private Non-profit,Highly selective private,Four-year,TX,552,2.298368,33.042828,.75944573
3647,Trinity University,1982,Private Non-profit,Highly selective private,Four-year,TX,557,2.8907804,52.690006,1.5231525
3647,Trinity University,1983,Private Non-profit,Highly selective private,Four-year,TX,559,1.6672524,57.828533,.96414757
3647,Trinity University,1984,Private Non-profit,Highly selective private,Four-year,TX,583,2.6996388,32.536854,.87837756
3647,Trinity University,1985,Private Non-profit,Highly selective private,Four-year,TX,560,1.8321704,60.603703,1.1103631
3647,Trinity University,1986,Private Non-profit,Highly selective private,Four-year,TX,553,3.9366167,53.391022,2.1018
3647,Trinity University,1987,Private Non-profit,Highly selective private,Four-year,TX,548,1.0050303,57.163452,.57451004
3647,Trinity University,1988,Private Non-profit,Highly selective private,Four-year,TX,519,3.2195408,37.962551,1.2222198
3647,Trinity University,1989,Private Non-profit,Highly selective private,Four-year,TX,483,1.5724795,67.096344,1.0550764
3647,Trinity University,1990,Private Non-profit,Highly selective private,Four-year,TX,575,1.636215,48.06646,.78647065
3647,Trinity University,1991,Private Non-profit,Highly selective private,Four-year,TX,500,2.4509041,24.200802,.59313846
3572,Trinity Valley Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,TX,798,20.877214,9.5028934,1.9839395
3572,Trinity Valley Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,TX,850,18.510176,15.542744,2.8769894
3572,Trinity Valley Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,TX,877,18.832933,11.500793,2.1659369
3572,Trinity Valley Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,TX,861,17.582672,16.274374,2.8614697
3572,Trinity Valley Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,TX,937,19.506336,9.3168993,1.8173857
3572,Trinity Valley Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,TX,982,18.586748,15.213943,2.8277769
3572,Trinity Valley Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,TX,962,18.079702,14.978925,2.7081451
3572,Trinity Valley Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,TX,962,18.181625,11.410936,2.0746939
3572,Trinity Valley Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,TX,1010,15.611039,10.215404,1.5947306
3572,Trinity Valley Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,TX,1042,19.819166,14.496368,2.8730593
3572,Trinity Valley Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,TX,1100,17.840284,10.491394,1.8716944
3572,Trinity Valley Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,TX,1155,17.520615,20.942127,3.6691897
1773,Triton College,1980,Public,Two-year (public and private not-for-profit),Two-year,IL,,,,
1773,Triton College,1981,Public,Two-year (public and private not-for-profit),Two-year,IL,,,,
1773,Triton College,1982,Public,Two-year (public and private not-for-profit),Two-year,IL,1145,13.170761,16.830196,2.2166648
1773,Triton College,1983,Public,Two-year (public and private not-for-profit),Two-year,IL,1523,12.48362,11.008666,1.37428
1773,Triton College,1984,Public,Two-year (public and private not-for-profit),Two-year,IL,1579,12.726045,16.976774,2.1604719
1773,Triton College,1985,Public,Two-year (public and private not-for-profit),Two-year,IL,1464,11.532192,10.696296,1.2335175
1773,Triton College,1986,Public,Two-year (public and private not-for-profit),Two-year,IL,,,,
1773,Triton College,1987,Public,Two-year (public and private not-for-profit),Two-year,IL,,,,
1773,Triton College,1988,Public,Two-year (public and private not-for-profit),Two-year,IL,,,,
1773,Triton College,1989,Public,Two-year (public and private not-for-profit),Two-year,IL,1243,11.872261,15.732593,1.8678143
1773,Triton College,1990,Public,Two-year (public and private not-for-profit),Two-year,IL,1635,14.716287,12.440202,1.8307358
1773,Triton College,1991,Public,Two-year (public and private not-for-profit),Two-year,IL,1625,15.082598,13.394051,2.0201707
2812,Trocaire College,1980,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2812,Trocaire College,1981,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2812,Trocaire College,1982,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2812,Trocaire College,1983,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,74,25.050413,23.921139,5.9923444
2812,Trocaire College,1984,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,91,21.830908,32.286308,7.0483947
2812,Trocaire College,1985,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,113,21.028191,22.005558,4.6273708
2812,Trocaire College,1986,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,120,17.22065,19.221565,3.3100784
2812,Trocaire College,1987,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,107,12.110741,27.767181,3.3628113
2812,Trocaire College,1988,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,104,20.331907,14.681885,2.9851072
2812,Trocaire College,1989,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,123,14.085304,23.591166,3.3228874
2812,Trocaire College,1990,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,124,19.541077,9.5788031,1.8718011
2812,Trocaire College,1991,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,132,20.168585,24.748158,4.9913535
50,"Troy University And Troy State Universities, Montgomery And Dothan",1980,Public,Selective public,Four-year,AL,1179,15.43791,17.555727,2.7102373
50,"Troy University And Troy State Universities, Montgomery And Dothan",1981,Public,Selective public,Four-year,AL,1514,15.44261,13.075561,2.0192077
50,"Troy University And Troy State Universities, Montgomery And Dothan",1982,Public,Selective public,Four-year,AL,1579,15.841465,15.319173,2.4267814
50,"Troy University And Troy State Universities, Montgomery And Dothan",1983,Public,Selective public,Four-year,AL,1685,16.955891,13.628271,2.3107948
50,"Troy University And Troy State Universities, Montgomery And Dothan",1984,Public,Selective public,Four-year,AL,1766,15.216745,11.210058,1.705806
50,"Troy University And Troy State Universities, Montgomery And Dothan",1985,Public,Selective public,Four-year,AL,1864,17.103197,11.970263,2.047298
50,"Troy University And Troy State Universities, Montgomery And Dothan",1986,Public,Selective public,Four-year,AL,1788,17.131216,9.3704615,1.605274
50,"Troy University And Troy State Universities, Montgomery And Dothan",1987,Public,Selective public,Four-year,AL,1918,17.017012,10.188756,1.7338219
50,"Troy University And Troy State Universities, Montgomery And Dothan",1988,Public,Selective public,Four-year,AL,1884,15.523198,10.846892,1.6837848
50,"Troy University And Troy State Universities, Montgomery And Dothan",1989,Public,Selective public,Four-year,AL,1895,16.287704,12.678642,2.0650597
50,"Troy University And Troy State Universities, Montgomery And Dothan",1990,Public,Selective public,Four-year,AL,1783,12.433797,13.09296,1.6279521
50,"Troy University And Troy State Universities, Montgomery And Dothan",1991,Public,Selective public,Four-year,AL,1624,13.116264,13.661124,1.7918291
21077,Truckee Meadows Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,NV,938,9.4356556,17.409256,1.6426774
21077,Truckee Meadows Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,NV,1301,10.339833,10.860444,1.1229517
21077,Truckee Meadows Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,NV,1418,8.6132164,8.13307,.70051891
21077,Truckee Meadows Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,NV,1493,9.1536407,14.538886,1.3308374
21077,Truckee Meadows Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,NV,1577,8.3913116,12.825717,1.0762459
21077,Truckee Meadows Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,NV,1673,9.1518116,14.576897,1.3340502
21077,Truckee Meadows Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,NV,1671,8.6027031,13.341223,1.1477057
21077,Truckee Meadows Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,NV,1771,8.4536371,12.525945,1.058898
21077,Truckee Meadows Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,NV,1934,9.3774462,12.198154,1.1438755
21077,Truckee Meadows Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,NV,1694,10.353659,9.1972113,.95224792
21077,Truckee Meadows Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,NV,,,,
21077,Truckee Meadows Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,NV,,,,
1597,Truett Mcconnell College,1980,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,542,6.5857925,16.356117,1.0771799
1597,Truett Mcconnell College,1981,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,456,3.4600468,18.742178,.6484881
1597,Truett Mcconnell College,1982,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,394,5.7848959,13.679348,.79133606
1597,Truett Mcconnell College,1983,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,255,6.1879702,0,0
1597,Truett Mcconnell College,1984,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,133,9.460825,2.2225878,.21027513
1597,Truett Mcconnell College,1985,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,119,12.723714,20.421625,2.5983891
1597,Truett Mcconnell College,1986,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,148,5.269382,15.590237,.82150912
1597,Truett Mcconnell College,1987,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,116,8.718152,0,0
1597,Truett Mcconnell College,1988,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,114,10.651793,0,0
1597,Truett Mcconnell College,1989,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,127,10.99924,7.9890347,.8787331
1597,Truett Mcconnell College,1990,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,,,,
1597,Truett Mcconnell College,1991,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,,,,
2495,Truman State University,1980,Public,Selective public,Four-year,MO,1292,2.3646204,24.071278,.56919432
2495,Truman State University,1981,Public,Selective public,Four-year,MO,1280,2.6605453,36.656536,.97526377
2495,Truman State University,1982,Public,Selective public,Four-year,MO,1258,2.8052907,25.130514,.70498395
2495,Truman State University,1983,Public,Selective public,Four-year,MO,1249,2.2153759,23.162626,.51313925
2495,Truman State University,1984,Public,Selective public,Four-year,MO,1263,2.2978013,20.571779,.4726986
2495,Truman State University,1985,Public,Selective public,Four-year,MO,1243,2.4063096,19.063511,.45872709
2495,Truman State University,1986,Public,Selective public,Four-year,MO,1297,2.9208589,32.500099,.94928199
2495,Truman State University,1987,Public,Selective public,Four-year,MO,1222,3.5088975,19.524088,.68508017
2495,Truman State University,1988,Public,Selective public,Four-year,MO,1263,2.6289344,19.863317,.52219361
2495,Truman State University,1989,Public,Selective public,Four-year,MO,1160,3.3064744,20.344398,.6726824
2495,Truman State University,1990,Public,Selective public,Four-year,MO,1216,2.3789437,22.445192,.53395849
2495,Truman State University,1991,Public,Selective public,Four-year,MO,1239,2.3707509,4.5544825,.10797543
4467,Tucson College,1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,,,,
4467,Tucson College,1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,,,,
4467,Tucson College,1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,,,,
4467,Tucson College,1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,,,,
4467,Tucson College,1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,,,,
4467,Tucson College,1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,88,27.176914,3.3948104,.92260474
4467,Tucson College,1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,121,32.447807,2.1667233,.70305425
4467,Tucson College,1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,144,29.944208,.79888821,.23922075
4467,Tucson College,1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,176,38.577396,1.2511994,.48268014
4467,Tucson College,1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,151,33.370846,5.2786016,1.7615139
4467,Tucson College,1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,145,34.016155,3.7800291,1.2858205
4467,Tucson College,1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,108,33.574284,15.658924,5.2573714
2219,Tufts University,1980,Private Non-profit,Other elite schools (public and private),Four-year,MA,1077,3.4560351,56.772846,1.9620895
2219,Tufts University,1981,Private Non-profit,Other elite schools (public and private),Four-year,MA,1160,2.8140557,72.437355,2.0384276
2219,Tufts University,1982,Private Non-profit,Other elite schools (public and private),Four-year,MA,1090,4.0367036,59.080826,2.384918
2219,Tufts University,1983,Private Non-profit,Other elite schools (public and private),Four-year,MA,1073,3.6944036,53.640175,1.9816846
2219,Tufts University,1984,Private Non-profit,Other elite schools (public and private),Four-year,MA,1142,3.5301037,52.39674,1.8496592
2219,Tufts University,1985,Private Non-profit,Other elite schools (public and private),Four-year,MA,1161,3.1128473,60.454052,1.8818424
2219,Tufts University,1986,Private Non-profit,Other elite schools (public and private),Four-year,MA,1120,3.0710425,39.992531,1.2281877
2219,Tufts University,1987,Private Non-profit,Other elite schools (public and private),Four-year,MA,1188,3.8608606,50.512177,1.9502047
2219,Tufts University,1988,Private Non-profit,Other elite schools (public and private),Four-year,MA,1153,3.0555553,46.110569,1.408934
2219,Tufts University,1989,Private Non-profit,Other elite schools (public and private),Four-year,MA,1239,4.3198166,42.584064,1.8395536
2219,Tufts University,1990,Private Non-profit,Other elite schools (public and private),Four-year,MA,1221,3.4316323,45.871918,1.5741554
2219,Tufts University,1991,Private Non-profit,Other elite schools (public and private),Four-year,MA,1188,2.8961425,39.6311,1.147773
2029,Tulane University,1980,Private Non-profit,Other elite schools (public and private),Four-year,LA,,,,
2029,Tulane University,1981,Private Non-profit,Other elite schools (public and private),Four-year,LA,,,,
2029,Tulane University,1982,Private Non-profit,Other elite schools (public and private),Four-year,LA,,,,
2029,Tulane University,1983,Private Non-profit,Other elite schools (public and private),Four-year,LA,,,,
2029,Tulane University,1984,Private Non-profit,Other elite schools (public and private),Four-year,LA,,,,
2029,Tulane University,1985,Private Non-profit,Other elite schools (public and private),Four-year,LA,,,,
2029,Tulane University,1986,Private Non-profit,Other elite schools (public and private),Four-year,LA,1284,3.5150602,41.780807,1.4686207
2029,Tulane University,1987,Private Non-profit,Other elite schools (public and private),Four-year,LA,1165,4.0533104,34.037079,1.3796284
2029,Tulane University,1988,Private Non-profit,Other elite schools (public and private),Four-year,LA,994,4.741941,25.477617,1.2081336
2029,Tulane University,1989,Private Non-profit,Other elite schools (public and private),Four-year,LA,1376,3.284102,26.457607,.86889482
2029,Tulane University,1990,Private Non-profit,Other elite schools (public and private),Four-year,LA,1562,2.7158327,23.42557,.63619924
2029,Tulane University,1991,Private Non-profit,Other elite schools (public and private),Four-year,LA,1545,3.9162121,22.486313,.88061166
9763,Tulsa Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,OK,1551,11.482748,10.879226,1.249234
9763,Tulsa Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,OK,2539,13.223351,13.781631,1.8223935
9763,Tulsa Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,OK,2583,12.914181,12.150722,1.5691661
9763,Tulsa Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,OK,2387,12.904009,10.581405,1.3654255
9763,Tulsa Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,OK,2360,11.903546,15.425534,1.8361859
9763,Tulsa Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,OK,2526,11.882421,10.184612,1.2101785
9763,Tulsa Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,OK,2442,12.589079,11.092569,1.3964523
9763,Tulsa Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,OK,2682,12.006922,10.627914,1.2760854
9763,Tulsa Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,OK,2837,12.529771,9.8479538,1.2339261
9763,Tulsa Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,OK,2971,12.92892,11.595619,1.4991883
9763,Tulsa Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,OK,3308,13.075813,12.519039,1.6369663
9763,Tulsa Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,OK,3230,13.219211,19.264381,2.5465991
5311,Tulsa Technology Center School,1980,Public,Two-year (public and private not-for-profit),Two-year,OK,507,20.559534,4.5366297,.93270999
5311,Tulsa Technology Center School,1981,Public,Two-year (public and private not-for-profit),Two-year,OK,379,19.471952,4.2030234,.81841069
5311,Tulsa Technology Center School,1982,Public,Two-year (public and private not-for-profit),Two-year,OK,310,20.236488,12.890617,2.6086085
5311,Tulsa Technology Center School,1983,Public,Two-year (public and private not-for-profit),Two-year,OK,,,,
5311,Tulsa Technology Center School,1984,Public,Two-year (public and private not-for-profit),Two-year,OK,295,16.830019,8.9336357,1.5035325
5311,Tulsa Technology Center School,1985,Public,Two-year (public and private not-for-profit),Two-year,OK,272,20.146795,12.593111,2.5371084
5311,Tulsa Technology Center School,1986,Public,Two-year (public and private not-for-profit),Two-year,OK,211,22.459087,10.455959,2.3483129
5311,Tulsa Technology Center School,1987,Public,Two-year (public and private not-for-profit),Two-year,OK,319,15.842474,4.4846177,.71047437
5311,Tulsa Technology Center School,1988,Public,Two-year (public and private not-for-profit),Two-year,OK,259,17.616945,6.5562339,1.1550081
5311,Tulsa Technology Center School,1989,Public,Two-year (public and private not-for-profit),Two-year,OK,268,12.145746,14.641229,1.7782863
5311,Tulsa Technology Center School,1990,Public,Two-year (public and private not-for-profit),Two-year,OK,270,18.398304,14.561343,2.6790402
5311,Tulsa Technology Center School,1991,Public,Two-year (public and private not-for-profit),Two-year,OK,320,17.033827,21.966726,3.7417743
9618,Tulsa Welding School,1980,Private For-profit,Two-year for-profit,Two-year,OK,,,,
9618,Tulsa Welding School,1981,Private For-profit,Two-year for-profit,Two-year,OK,,,,
9618,Tulsa Welding School,1982,Private For-profit,Two-year for-profit,Two-year,OK,,,,
9618,Tulsa Welding School,1983,Private For-profit,Two-year for-profit,Two-year,OK,178,28.84033,19.914839,5.743505
9618,Tulsa Welding School,1984,Private For-profit,Two-year for-profit,Two-year,OK,332,26.733986,19.733093,5.2754426
9618,Tulsa Welding School,1985,Private For-profit,Two-year for-profit,Two-year,OK,360,24.675425,22.139868,5.4631066
9618,Tulsa Welding School,1986,Private For-profit,Two-year for-profit,Two-year,OK,372,25.180431,18.426033,4.6397543
9618,Tulsa Welding School,1987,Private For-profit,Two-year for-profit,Two-year,OK,517,26.466051,20.023556,5.2994447
9618,Tulsa Welding School,1988,Private For-profit,Two-year for-profit,Two-year,OK,499,25.287025,19.962688,5.0479708
9618,Tulsa Welding School,1989,Private For-profit,Two-year for-profit,Two-year,OK,653,23.423231,27.15885,6.3614802
9618,Tulsa Welding School,1990,Private For-profit,Two-year for-profit,Two-year,OK,716,25.161377,34.675488,8.7248306
9618,Tulsa Welding School,1991,Private For-profit,Two-year for-profit,Two-year,OK,781,23.441946,39.9352,9.3615885
9764,Tunxis Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,CT,,,,
9764,Tunxis Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,CT,,,,
9764,Tunxis Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,CT,453,7.9637899,10.954512,.87239432
9764,Tunxis Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,CT,597,8.386466,14.722972,1.234737
9764,Tunxis Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,CT,602,9.9438829,11.383979,1.1320096
9764,Tunxis Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,CT,622,9.920001,11.176588,1.1087177
9764,Tunxis Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,CT,677,10.546203,17.81167,1.8784549
9764,Tunxis Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,CT,648,8.5643959,9.6437778,.82593131
9764,Tunxis Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,CT,710,8.368763,15.64463,1.3092622
9764,Tunxis Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,CT,754,9.078021,7.3079033,.66341299
9764,Tunxis Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,CT,818,9.5807848,18.683424,1.7900186
9764,Tunxis Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,CT,838,10.344316,24.999022,2.5859776
3527,Tusculum College,1980,Private Non-profit,Selective private,Four-year,TN,,,,
3527,Tusculum College,1981,Private Non-profit,Selective private,Four-year,TN,,,,
3527,Tusculum College,1982,Private Non-profit,Selective private,Four-year,TN,,,,
3527,Tusculum College,1983,Private Non-profit,Selective private,Four-year,TN,161,11.701763,.30791211,.036031146
3527,Tusculum College,1984,Private Non-profit,Selective private,Four-year,TN,217,14.348687,9.6380253,1.38293
3527,Tusculum College,1985,Private Non-profit,Selective private,Four-year,TN,217,18.901659,5.2924509,1.0003612
3527,Tusculum College,1986,Private Non-profit,Selective private,Four-year,TN,201,15.751891,6.2149549,.97897297
3527,Tusculum College,1987,Private Non-profit,Selective private,Four-year,TN,169,11.138465,10.392582,1.1575742
3527,Tusculum College,1988,Private Non-profit,Selective private,Four-year,TN,161,10.661156,11.441983,1.2198477
3527,Tusculum College,1989,Private Non-profit,Selective private,Four-year,TN,194,11.724453,4.9520707,.58060318
3527,Tusculum College,1990,Private Non-profit,Selective private,Four-year,TN,211,16.897566,5.3622451,.90608895
3527,Tusculum College,1991,Private Non-profit,Selective private,Four-year,TN,256,22.314375,5.20295,1.1610059
1050,Tuskegee University,1980,Private Non-profit,Selective private,Four-year,AL,530,17.117739,22.005959,3.7669227
1050,Tuskegee University,1981,Private Non-profit,Selective private,Four-year,AL,490,19.433203,30.26506,5.8814707
1050,Tuskegee University,1982,Private Non-profit,Selective private,Four-year,AL,548,19.442682,31.208912,6.0678492
1050,Tuskegee University,1983,Private Non-profit,Selective private,Four-year,AL,570,19.221378,20.286182,3.8992836
1050,Tuskegee University,1984,Private Non-profit,Selective private,Four-year,AL,545,18.051264,19.151278,3.4570477
1050,Tuskegee University,1985,Private Non-profit,Selective private,Four-year,AL,487,13.829066,25.667381,3.5495591
1050,Tuskegee University,1986,Private Non-profit,Selective private,Four-year,AL,593,18.088537,20.638752,3.7332482
1050,Tuskegee University,1987,Private Non-profit,Selective private,Four-year,AL,561,16.621254,25.5151,4.2409296
1050,Tuskegee University,1988,Private Non-profit,Selective private,Four-year,AL,574,16.218424,25.660954,4.1618018
1050,Tuskegee University,1989,Private Non-profit,Selective private,Four-year,AL,604,14.902164,19.835056,2.9558527
1050,Tuskegee University,1990,Private Non-profit,Selective private,Four-year,AL,549,15.59955,18.54715,2.8932719
1050,Tuskegee University,1991,Private Non-profit,Selective private,Four-year,AL,595,16.985754,17.057459,2.8973379
3648,Tyler Junior College,1980,Public,Two-year (public and private not-for-profit),Two-year,TX,1320,18.532558,9.0456324,1.6763872
3648,Tyler Junior College,1981,Public,Two-year (public and private not-for-profit),Two-year,TX,1836,18.586929,11.321913,2.1043961
3648,Tyler Junior College,1982,Public,Two-year (public and private not-for-profit),Two-year,TX,1928,19.958462,11.315969,2.2584934
3648,Tyler Junior College,1983,Public,Two-year (public and private not-for-profit),Two-year,TX,1901,20.235172,13.863961,2.8053963
3648,Tyler Junior College,1984,Public,Two-year (public and private not-for-profit),Two-year,TX,1946,18.329304,16.176359,2.965014
3648,Tyler Junior College,1985,Public,Two-year (public and private not-for-profit),Two-year,TX,1947,18.193836,11.684,2.1257679
3648,Tyler Junior College,1986,Public,Two-year (public and private not-for-profit),Two-year,TX,1895,19.567074,18.872496,3.692795
3648,Tyler Junior College,1987,Public,Two-year (public and private not-for-profit),Two-year,TX,1982,18.790304,13.557452,2.5474865
3648,Tyler Junior College,1988,Public,Two-year (public and private not-for-profit),Two-year,TX,2019,17.0702,12.644255,2.1583996
3648,Tyler Junior College,1989,Public,Two-year (public and private not-for-profit),Two-year,TX,2145,19.156008,12.922634,2.4754608
3648,Tyler Junior College,1990,Public,Two-year (public and private not-for-profit),Two-year,TX,2383,17.423916,13.896051,2.4212363
3648,Tyler Junior College,1991,Public,Two-year (public and private not-for-profit),Two-year,TX,2279,18.036467,16.454079,2.9677343
31133,"UEI College of Fresno, CA",1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
31133,"UEI College of Fresno, CA",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,67,38.145889,.35750934,.13637511
31133,"UEI College of Fresno, CA",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,110,44.692604,.03926817,.017549966
31133,"UEI College of Fresno, CA",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,101,50.368683,.028125895,.014166643
31133,"UEI College of Fresno, CA",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,183,44.779396,2.2063413,.98798627
39696,"UEI College of Gardena, CA",1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,,,,
39696,"UEI College of Gardena, CA",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,303,35.772663,9.9338102,3.5535886
2880,Ulster County Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,NY,468,17.001944,15.368473,2.6129391
