super_opeid,name,type,tier,iclevel,state,count,access,success,mobility
3376,Thiel College,Private Non-profit,Selective private,Four-year,PA,251.66667,11.734048,16.928061,1.9863466
21922,Thomas A Edison State College,Public,Nonselective four-year public,Four-year,NJ,222.66667,10.351507,40.45998,4.1882176
2052,Thomas College,Private Non-profit,Selective private,Four-year,ME,125.66666,13.102926,22.806723,2.988348
2001,Thomas More College,Private Non-profit,Selective private,Four-year,KY,182.16667,5.7647562,19.250349,1.1097357
6871,Thomas Nelson Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,1232,13.857174,7.992156,1.1074868
9765,"Three Rivers Community College of Norwich, CT",Public,Two-year (public and private not-for-profit),Two-year,CT,526.33331,9.1334362,8.9702349,.81929064
4713,"Three Rivers Community College of Poplar Bluff, MO",Public,Two-year (public and private not-for-profit),Two-year,MO,621.33331,22.633379,9.423275,2.1328053
3712,Tidewater Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,3159,14.849774,10.633044,1.5789831
3121,Tiffin University,Private Non-profit,Selective private,Four-year,OH,186,7.7160091,7.0813274,.5463959
6788,Tompkins Cortland Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,593,14.997766,8.3348341,1.2500391
1987,Transylvania University,Private Non-profit,Selective private,Four-year,KY,260,4.87327,31.757793,1.5476429
3221,Treasure Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,OR,387,18.040159,7.595201,1.3701863
3526,Trevecca Nazarene University,Private Non-profit,Selective private,Four-year,TN,203.66667,5.2850852,7.9531178,.42032903
9430,Tri-County Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,168,23.831306,4.1703997,.99386078
4926,Tri-County Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,778.33331,13.501753,9.0368376,1.2201315
107,Triangle Tech,Private For-profit,Two-year for-profit,Two-year,PA,327,17.49585,25.422829,4.4479399
4920,Trident Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,1909,16.77578,9.1699066,1.5383233
1839,Trine University,Private Non-profit,Selective private,Four-year,IN,214.5,4.2368031,47.039307,1.9929627
1771,Trinity Christian College,Private Non-profit,Selective private,Four-year,IL,179.66667,4.7024736,23.477528,1.1040245
1414,"Trinity College of Hartford, CT",Private Non-profit,Highly selective private,Four-year,CT,458,3.6446056,54.563171,1.9886125
1772,Trinity International University,Private Non-profit,Selective private,Four-year,IL,209.66667,5.2586117,11.51862,.60571945
3647,Trinity University,Private Non-profit,Highly selective private,Four-year,TX,561.33331,2.4545145,47.796207,1.1731648
3572,Trinity Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,841.66669,19.369476,12.122305,2.3480268
1773,Triton College,Public,Two-year (public and private not-for-profit),Two-year,IL,1415.6666,12.718341,15.219337,1.935647
2812,Trocaire College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,82.5,23.652473,28.479485,6.7361021
50,"Troy University And Troy State Universities, Montgomery And Dothan",Public,Selective public,Four-year,AL,1424,15.588654,15.143028,2.360594
21077,Truckee Meadows Community College,Public,Two-year (public and private not-for-profit),Two-year,NV,1219,9.4358187,11.560019,1.0907823
1597,Truett Mcconnell College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,GA,464,5.3356071,16.034502,.85553795
2495,Truman State University,Public,Selective public,Four-year,MO,1276.6666,2.6083629,28.755945,.75005943
2219,Tufts University,Private Non-profit,Other elite schools (public and private),Four-year,MA,1109,3.42082,62.166512,2.1266046
9763,Tulsa Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,2224.3333,12.698648,12.528336,1.5909294
5311,Tulsa Technology Center School,Public,Two-year (public and private not-for-profit),Two-year,OK,398.66666,20.128626,6.5973749,1.327961
9618,Tulsa Welding School,Private For-profit,Two-year for-profit,Two-year,OK,255,27.616358,20.878515,5.7658854
9764,Tunxis Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,550.66669,8.8228922,13.077587,1.1538213
3527,Tusculum College,Private Non-profit,Selective private,Four-year,TN,189,12.882262,5.1714258,.6661967
1050,Tuskegee University,Private Non-profit,Selective private,Four-year,AL,522.66669,18.653946,28.048244,5.2321043
3648,Tyler Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,1694.6666,19.09116,10.744457,2.0512414
2880,Ulster County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,484,15.505877,14.999035,2.325732
3222,Umpqua Community College,Public,Two-year (public and private not-for-profit),Two-year,OR,341.66666,16.308281,10.980478,1.7907271
1988,"Union College of Barbourville, KY",Private Non-profit,Selective private,Four-year,KY,77,24.598879,17.389259,4.2775631
2889,"Union College of Schenectady, NY",Private Non-profit,Highly selective private,Four-year,NY,484,4.2998195,44.965881,1.9334518
2643,Union County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1116.6666,15.828724,16.128452,2.5529282
3528,Union University,Private Non-profit,Selective private,Four-year,TN,301.5,7.7227073,25.701424,1.9848456
25593,United Education Institute,Private For-profit,Two-year for-profit,Two-year,CA,1165,42.369816,5.2857108,2.2395461
11189,United Talmudical Seminary,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,218,60.977478,11.770001,7.1770496
21005,"Universal Technical Institute of Orlando, FL",Private For-profit,Two-year for-profit,Two-year,FL,729,11.04374,12.607491,1.3923385
8221,"Universal Technical Institute of Rancho Cucamonga, CA",Private For-profit,Two-year for-profit,Two-year,CA,2105,13.784989,23.239635,3.2035813
25590,University Of Advancing Computer Technology,Private For-profit,Four-year for-profit,Four-year,AZ,135.33333,10.397141,16.60961,1.7269247
3123,University Of Akron ,Public,Selective public,Four-year,OH,3198.3333,8.4329567,14.299824,1.2058979
1051,University Of Alabama,Public,Selective public,Four-year,AL,2843.6667,6.4959636,24.877769,1.6160508
1052,University Of Alabama At Birmingham,Public,Selective public,Four-year,AL,1373.3334,12.073208,15.682398,1.8933684
1055,University Of Alabama In Huntsville,Public,Selective public,Four-year,AL,636.33331,7.9483328,29.620243,2.3543155
21,University Of Alaska System,Public,Selective public,Four-year,AK,3342.6667,8.0150042,19.167326,1.5362619
1108,University Of Arkansas,Public,Selective public,Four-year,AR,2286,7.1958208,32.608727,2.3464656
1110,University Of Arkansas At Fort Smith,Public,Nonselective four-year public,Four-year,AR,972.66669,14.775846,13.504115,1.9953473
1101,University Of Arkansas At Little Rock,Public,Selective public,Four-year,AR,800.33331,14.949626,13.749084,2.0554366
1085,University Of Arkansas At Monticello,Public,Selective public,Four-year,AR,434.66666,20.884382,12.889101,2.6918092
1086,University Of Arkansas At Pine Bluff,Public,Selective public,Four-year,AR,596.66669,32.268349,8.7722034,2.8306451
20735,University Of Arkansas Community College At Batesville,Public,Two-year (public and private not-for-profit),Two-year,AR,188.33333,22.807526,9.3885479,2.1412957
5732,University Of Arkansas Community College At Hope,Public,Two-year (public and private not-for-profit),Two-year,AR,249.66667,26.645309,10.95682,2.9194787
5245,University Of Arkansas Community College At Morrilton,Public,Two-year (public and private not-for-profit),Two-year,AR,245.66667,17.275091,8.0763521,1.3951972
1416,University Of Bridgeport,Private Non-profit,Selective private,Four-year,CT,134,16.568729,17.455002,2.892072
1312,"University Of California, Berkeley",Public,Highly selective public,Four-year,CA,4624.3335,8.8423376,55.246651,4.8850956
1313,"University Of California, Davis",Public,Selective public,Four-year,CA,3996,8.5837574,51.769852,4.4437985
1314,"University Of California, Irvine",Public,Highly selective public,Four-year,CA,3244.3333,12.246905,55.264694,6.7682147
1315,"University Of California, Los Angeles",Public,Other elite schools (public and private),Four-year,CA,4734,10.242689,54.636555,5.596252
1316,"University Of California, Riverside",Public,Selective public,Four-year,CA,2364.3333,14.668724,41.020813,6.01723
1317,"University Of California, San Diego",Public,Highly selective public,Four-year,CA,3264.6667,8.777235,55.060005,4.8327465
1320,"University Of California, Santa Barbara",Public,Highly selective public,Four-year,CA,3450.3333,6.211503,49.512096,3.0754454
1321,"University Of California, Santa Cruz",Public,Selective public,Four-year,CA,2341.6667,7.3746986,37.55962,2.7699087
1092,University Of Central Arkansas,Public,Selective public,Four-year,AR,1487.6666,10.891716,19.78175,2.154572
3954,University Of Central Florida,Public,Selective public,Four-year,FL,4407,7.2166281,35.995388,2.5976532
2454,University Of Central Missouri,Public,Selective public,Four-year,MO,1602.3334,5.103507,16.584059,.84636855
3152,University Of Central Oklahoma,Public,Selective public,Four-year,OK,1499.6666,8.7949228,19.398884,1.706117
3818,University Of Charleston,Private Non-profit,Selective private,Four-year,WV,119.33334,10.743839,11.217999,1.2052436
1774,University Of Chicago ,Private Non-profit,Ivy Plus,Four-year,IL,935.66669,4.3047915,45.086746,1.9408904
3125,University Of Cincinnati,Public,Selective public,Four-year,OH,5028.6665,6.5327711,15.863742,1.0363419
26,University Of Colorado System,Public,Selective public,Four-year,CO,6414.6665,3.7007682,33.117989,1.2256199
1417,University Of Connecticut,Public,Highly selective public,Four-year,CT,3297,3.6613486,46.80072,1.7135376
3651,University Of Dallas,Private Non-profit,Selective private,Four-year,TX,259.66666,4.593699,28.642538,1.315752
3127,University Of Dayton,Private Non-profit,Selective private,Four-year,OH,1577,1.7676986,36.603157,.64703357
1431,University Of Delaware,Public,Selective public,Four-year,DE,3450,2.2330892,38.987904,.87063462
1371,University Of Denver,Private Non-profit,Selective private,Four-year,CO,808.33331,2.9791181,47.344627,1.4104524
2323,University Of Detroit Mercy,Private Non-profit,Selective private,Four-year,MI,358,9.9515171,18.686977,1.8596377
1795,University Of Evansville,Private Non-profit,Selective private,Four-year,IN,480.33334,5.024559,22.225687,1.1167428
3045,University Of Findlay ,Private Non-profit,Selective private,Four-year,OH,545.66669,6.4376888,15.239573,.98107624
1535,University Of Florida,Public,Highly selective public,Four-year,FL,6627,6.0965686,42.789829,2.6087112
1598,University Of Georgia,Public,Highly selective public,Four-year,GA,4793,3.0116081,35.243763,1.061404
1422,University Of Hartford,Private Non-profit,Selective private,Four-year,CT,978.66669,4.3521419,30.325464,1.3198072
1,University Of Hawaii And Hawaii Community Colleges,Public,Selective public,Four-year,HI,5860.3335,10.804315,16.251457,1.7558585
34,University Of Houston System,Public,Selective public,Four-year,TX,4619.3335,15.731335,31.238102,4.9141703
1626,University Of Idaho,Public,Selective public,Four-year,ID,1557.6666,6.420516,23.754057,1.5251331
86,University Of Illinois System,Public,Highly selective public,Four-year,IL,9114.667,5.0846786,41.679428,2.1192648
1804,University Of Indianapolis,Private Non-profit,Selective private,Four-year,IN,498.66666,5.3601928,18.083643,.96931809
1892,University Of Iowa,Public,Selective public,Four-year,IA,3802.3333,3.1409197,32.031002,1.0060681
1948,University Of Kansas,Public,Selective public,Four-year,KS,3820,3.2509305,29.378492,.95507437
1989,University Of Kentucky,Public,Selective public,Four-year,KY,4394.3335,5.5919042,17.160032,.95957255
1216,University Of La Verne,Private Non-profit,Selective private,Four-year,CA,285.33334,12.084086,30.038504,3.6298785
2031,University Of Louisiana At Lafayette,Public,Selective public,Four-year,LA,2585.6667,13.466993,20.143944,2.7127836
2020,University Of Louisiana At Monroe,Public,Selective public,Four-year,LA,1051,20.35144,17.991072,3.6614423
1999,University Of Louisville,Public,Selective public,Four-year,KY,2299,7.4549479,16.502937,1.2302854
133,University Of Maine System,Public,Selective public,Four-year,ME,4470.6665,9.7396364,14.330046,1.3956945
2992,University Of Mary,Private Non-profit,Selective private,Four-year,ND,296,5.6419802,43.016273,2.4269695
3588,University Of Mary Hardin-Baylor,Private Non-profit,Selective private,Four-year,TX,385,7.983707,24.581137,1.9624859
3746,University Of Mary Washington,Public,Selective public,Four-year,VA,794,1.2670392,60.73106,.76948631
211,University Of Maryland System (Except University College) And Baltimore City Community College,Public,Highly selective public,Four-year,MD,11705.333,7.6429853,29.331381,2.2417932
11644,University Of Maryland University College,Public,Nonselective four-year public,Four-year,MD,4740.6665,18.132534,21.250486,3.8532517
125,University Of Massachusetts System,Public,Selective public,Four-year,MA,6839.3335,5.7736897,36.247654,2.0928268
3509,University Of Memphis ,Public,Selective public,Four-year,TN,2223,10.180609,12.260769,1.2482209
1536,University Of Miami,Private Non-profit,Other elite schools (public and private),Four-year,FL,1726.3334,7.4726262,39.832901,2.9765637
2325,University Of Michigan - Ann Arbor,Public,Highly selective public,Four-year,MI,5068.3335,2.9959381,50.350071,1.5084569
2326,University Of Michigan - Dearborn,Public,Selective public,Four-year,MI,700.33331,6.5978937,36.129776,2.3838041
2327,University Of Michigan - Flint,Public,Selective public,Four-year,MI,567.33331,6.2428751,26.016012,1.6241471
81,University Of Minnesota System,Public,Highly selective public,Four-year,MN,7632.6665,3.8323159,30.522156,1.1697055
2440,University Of Mississippi,Public,Selective public,Four-year,MS,2003.3334,6.9760585,23.683475,1.6521732
79,University Of Missouri System And Missouri University Of Science And Technology,Public,Selective public,Four-year,MO,6576.6665,3.9157424,29.743156,1.1646655
1029,University Of Mobile,Private Non-profit,Selective private,Four-year,AL,189.5,8.1679029,12.54038,1.024286
2536,University Of Montana ,Public,Selective public,Four-year,MT,2043,8.4313107,15.452981,1.3028888
2537,University Of Montana Western ,Public,Selective public,Four-year,MT,197.33333,15.402278,11.97014,1.8436743
1004,University Of Montevallo,Public,Selective public,Four-year,AL,494,7.1889648,14.188242,1.0199877
2949,University Of Mount Olive,Private Non-profit,Selective private,Four-year,NC,154.66667,17.657923,7.3485055,1.2975934
3083,University Of Mount Union,Private Non-profit,Selective private,Four-year,OH,508.66666,4.2984858,26.373449,1.1336589
71,University Of Nebraska System,Public,Selective public,Four-year,NE,5828.6665,4.4165568,28.800873,1.2720068
2568,"University Of Nevada , Reno",Public,Selective public,Four-year,NV,1480.6666,4.0885715,28.514662,1.1658425
2569,University Of Nevada - Las Vegas,Public,Selective public,Four-year,NV,2124,6.5142937,28.984283,1.8881215
2050,University Of New England,Private Non-profit,Selective private,Four-year,ME,232,5.2310491,20.504045,1.0725766
2589,University Of New Hampshire,Public,Selective public,Four-year,NH,2608,3.5816402,33.394779,1.1960809
1397,University Of New Haven,Private Non-profit,Selective private,Four-year,CT,348.66666,7.6825423,23.906971,1.8366631
2663,University Of New Mexico,Public,Selective public,Four-year,NM,3079.8333,13.551675,15.026551,2.0363495
2015,University Of New Orleans ,Public,Selective public,Four-year,LA,1976.6666,16.552917,18.520807,3.0657339
1016,University Of North Alabama,Public,Selective public,Four-year,AL,806,8.7119646,17.088572,1.4887502
2907,University Of North Carolina  Asheville,Public,Selective public,Four-year,NC,499.33334,5.6571832,12.412783,.70221388
2974,University Of North Carolina - Chapel Hill,Public,Other elite schools (public and private),Four-year,NC,3461,3.4589846,33.300896,1.1518728
2975,University Of North Carolina - Charlotte,Public,Selective public,Four-year,NC,2126,6.5462718,25.022474,1.638039
2976,University Of North Carolina - Greensboro,Public,Selective public,Four-year,NC,1838.6666,6.7847729,18.644909,1.2650148
2954,University Of North Carolina At Pembroke,Public,Selective public,Four-year,NC,553.83331,15.239432,13.09861,1.9961538
2984,University Of North Carolina At Wilmington ,Public,Selective public,Four-year,NC,1666.6666,3.6087096,19.721117,.71167785
3981,University Of North Carolina School Of The Arts,Public,Nonselective four-year public,Four-year,NC,152.33333,4.0750685,34.03727,1.387042
3005,University Of North Dakota,Public,Selective public,Four-year,ND,1769.6666,4.5188227,34.775791,1.5714563
9841,University Of North Florida,Public,Selective public,Four-year,FL,1470.6666,6.2247405,27.209076,1.6936944
1585,University Of North Georgia,Public,Selective public,Four-year,GA,664,4.5676436,26.657406,1.2176154
3594,University Of North Texas,Public,Selective public,Four-year,TX,3108.3333,6.411983,22.800844,1.4619863
1349,University Of Northern Colorado,Public,Selective public,Four-year,CO,2085.6667,4.497931,22.962229,1.0328252
1890,University Of Northern Iowa,Public,Selective public,Four-year,IA,2248,3.5094128,31.967228,1.1218621
2371,University Of Northwestern- St Paul,Private Non-profit,Selective private,Four-year,MN,396,6.0675502,17.29834,1.0495855
1840,University Of Notre Dame,Private Non-profit,Other elite schools (public and private),Four-year,IN,1940.3334,1.4379559,62.399189,.89727288
3184,University Of Oklahoma,Public,Selective public,Four-year,OK,3425.6667,6.3189192,30.455606,1.9244652
3223,University Of Oregon,Public,Selective public,Four-year,OR,2494.3333,4.8773332,29.115108,1.4200408
3378,University Of Pennsylvania,Private Non-profit,Ivy Plus,Four-year,PA,2228,3.5353341,58.056877,2.0525045
20988,University Of Phoenix,Private For-profit,Four-year for-profit,Four-year,AZ,736,16.578573,18.299643,3.0338197
1980,University Of Pikeville,Private Non-profit,Selective private,Four-year,KY,173.66667,20.491991,7.7243114,1.5828652
108,University Of Pittsburgh System,Public,Highly selective public,Four-year,PA,4636,5.6858778,31.640619,1.799047
3224,University Of Portland,Private Non-profit,Selective private,Four-year,OR,536.33331,2.8114698,32.860935,.92387527
3797,University Of Puget Sound,Private Non-profit,Highly selective private,Four-year,WA,586,2.2764661,32.349213,.73641878
1322,University Of Redlands,Private Non-profit,Selective private,Four-year,CA,397.33334,5.3098478,32.342236,1.7173237
3414,University Of Rhode Island,Public,Selective public,Four-year,RI,1954,4.6992502,33.799889,1.5883412
3744,University Of Richmond,Private Non-profit,Other elite schools (public and private),Four-year,VA,705.33331,1.736581,36.996113,.64246744
3116,University Of Rio Grande,Private Non-profit,Selective private,Four-year,OH,356.33334,15.158608,8.3491344,1.2656126
2894,University Of Rochester,Private Non-profit,Other elite schools (public and private),Four-year,NY,988.66669,5.7357917,52.672905,3.0212083
1832,"University Of Saint Francis of Fort Wayne, IN",Private Non-profit,Selective private,Four-year,IN,231.5,5.3990893,15.622316,.84346282
1664,"University Of Saint Francis of Joliet, IL",Private Non-profit,Selective private,Four-year,IL,159.5,4.5161762,29.78656,1.3452135
1409,University Of Saint Joseph,Private Non-profit,Selective private,Four-year,CT,147,8.0174017,37.989376,3.0457606
3654,"University Of Saint Thomas of Houston, TX",Private Non-profit,Selective private,Four-year,TX,230.33333,8.5422602,33.261913,2.8413193
2345,"University Of Saint Thomas of Saint Paul, MN",Private Non-profit,Selective private,Four-year,MN,1012,2.1645346,45.270584,.97989738
10395,University Of San Diego,Private Non-profit,Highly selective private,Four-year,CA,894,4.9255176,46.769913,2.3036604
1325,University Of San Francisco,Private Non-profit,Selective private,Four-year,CA,606.33331,5.8639431,46.17667,2.7077734
3167,University Of Science & Arts Of Oklahoma,Public,Selective public,Four-year,OK,214.33333,14.598457,13.815786,2.0168917
3384,University Of Scranton,Private Non-profit,Selective private,Four-year,PA,850.33331,3.207145,48.48238,1.5549002
3469,University Of Sioux Falls,Private Non-profit,Selective private,Four-year,SD,192.5,6.9819293,20.873478,1.4573715
1057,University Of South Alabama,Public,Selective public,Four-year,AL,1342,11.226147,17.408329,1.9542847
63,University Of South Carolina System,Public,Selective public,Four-year,SC,4538.6665,9.3693409,17.960169,1.6827494
72,"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",Public,Selective public,Four-year,SD,4322,7.4326754,21.739958,1.6158605
1537,University Of South Florida,Public,Selective public,Four-year,FL,3498.6667,9.5504475,28.78702,2.7492893
1328,University Of Southern California,Private Non-profit,Other elite schools (public and private),Four-year,CA,3052.6667,7.2092438,54.554592,3.9329739
1808,University Of Southern Indiana,Public,Selective public,Four-year,IN,1620.6666,6.2507911,10.122754,.63275218
2441,University Of Southern Mississippi,Public,Selective public,Four-year,MS,1622.6666,12.657896,16.938166,2.1440153
1538,University Of Tampa ,Private Non-profit,Selective private,Four-year,FL,541.33331,8.1401215,32.399647,2.6373706
51,University Of Tennessee System,Public,Selective public,Four-year,TN,5804.6665,5.9180832,21.427233,1.2680814
3599,University Of Texas - Pan American,Public,Selective public,Four-year,TX,1723.6666,38.702602,19.76301,7.6487989
3656,University Of Texas At Arlington,Public,Selective public,Four-year,TX,1680,9.3281984,27.86735,2.5995216
3658,University Of Texas At Austin,Public,Highly selective public,Four-year,TX,6993.6665,4.9989672,44.460583,2.2225699
30646,University Of Texas At Brownsville,Public,Nonselective four-year public,Four-year,TX,1351.3334,47.349705,14.033644,6.6448889
9741,University Of Texas At Dallas,Public,Highly selective public,Four-year,TX,772,5.7812104,42.036186,2.4302003
3661,University Of Texas At El Paso,Public,Selective public,Four-year,TX,1665.6666,28.001381,24.358624,6.8207512
10115,University Of Texas At San Antonio,Public,Selective public,Four-year,TX,2248.3333,12.804704,22.793123,2.9185917
11163,University Of Texas At Tyler,Public,Nonselective four-year public,Four-year,TX,182.66667,7.4876251,28.547768,2.1375499
9930,University Of Texas Of The Permian Basin,Public,Nonselective four-year public,Four-year,TX,135.33333,12.322879,24.249384,2.9882221
3350,University Of The Arts ,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,PA,431.33334,4.9041896,13.170852,.64592355
1962,University Of The Cumberlands,Private Non-profit,Selective private,Four-year,KY,264.5,12.546828,18.512995,2.3227935
1441,University Of The District Of Columbia,Public,Selective public,Four-year,DC,349.66666,24.706467,15.2951,3.7788789
3578,University Of The Incarnate Word,Private Non-profit,Selective private,Four-year,TX,306.66666,14.577155,19.424225,2.8314996
1094,University Of The Ozarks,Private Non-profit,Selective private,Four-year,AR,107,9.0844173,10.28863,.9346621
1329,University Of The Pacific,Private Non-profit,Selective private,Four-year,CA,617.66669,8.5527391,49.739422,4.2540832
3353,University Of The Sciences In Philadelphia,Private Non-profit,Selective private,Four-year,PA,309,5.3269253,62.914597,3.3514135
3534,University Of The South ,Private Non-profit,Highly selective private,Four-year,TN,336.66666,3.6043763,30.945089,1.1153774
3131,University Of Toledo,Public,Selective public,Four-year,OH,3084.3333,6.4957199,17.338558,1.1262643
3185,University Of Tulsa ,Private Non-profit,Highly selective private,Four-year,OK,493,5.0678287,22.705172,1.1506592
3675,University Of Utah,Public,Selective public,Four-year,UT,2884.6667,3.6872406,30.686914,1.1315004
3696,University Of Vermont And State Agricultural College,Public,Selective public,Four-year,VT,1700.6666,4.1126647,28.593618,1.1759596
3745,University Of Virginia,Public,Other elite schools (public and private),Four-year,VA,2935,2.8213162,51.817711,1.4619415
3747,University Of Virginia's College At Wise ,Public,Selective public,Four-year,VA,214.33333,13.119617,18.955353,2.4868698
3798,University Of Washington System,Public,Selective public,Four-year,WA,4797.6665,5.3789549,45.585972,2.4520488
1024,University Of West Alabama,Public,Selective public,Four-year,AL,335,18.134975,13.718484,2.4878438
3955,University Of West Florida ,Public,Selective public,Four-year,FL,874,8.8970079,22.497574,2.001611
1601,University Of West Georgia,Public,Selective public,Four-year,GA,1547.3334,7.0339932,20.821028,1.4645497
83,University Of Wisconsin System,Public,Highly selective public,Four-year,WI,26143,3.9766307,22.125526,.87985051
3932,University Of Wyoming,Public,Selective public,Four-year,WY,1407.3334,4.9865427,30.202293,1.5060502
1893,Upper Iowa University,Private Non-profit,Selective private,Four-year,IA,188.33333,14.861902,9.7103539,1.4431432
3133,Urbana University,Private Non-profit,Selective private,Four-year,OH,115,4.805203,10.906697,.52408892
3385,Ursinus College,Private Non-profit,Selective private,Four-year,PA,310,3.4799809,27.74192,.96541363
3134,Ursuline College,Private Non-profit,Selective private,Four-year,OH,91.666664,5.4246359,31.467257,1.706984
30306,Utah College Of Massage Therapy,Private For-profit,Less than two-year schools of any type,Less than Two-year,AZ,439.66666,14.68197,5.9990311,.88077587
3677,Utah State University,Public,Selective public,Four-year,UT,2622,3.8503442,16.843842,.64854592
4027,Utah Valley University,Public,Nonselective four-year public,Four-year,UT,3805,4.9795852,18.545399,.92348391
2883,Utica College,Private Non-profit,Selective private,Four-year,NY,345,13.10263,38.360474,5.0262308
1599,Valdosta State University,Public,Selective public,Four-year,GA,1298.3334,8.0228443,16.104967,1.2920765
6750,Valencia College,Public,Nonselective four-year public,Four-year,FL,4958,15.688421,13.627251,2.1379004
3008,Valley City State University,Public,Selective public,Four-year,ND,147.66667,11.091972,19.425087,2.1546252
1842,Valparaiso University,Private Non-profit,Selective private,Four-year,IN,641.33331,2.8814237,28.010506,.80710137
9903,Vance - Granville Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,531,24.921608,5.8924909,1.4685035
3535,Vanderbilt University,Private Non-profit,Other elite schools (public and private),Four-year,TN,1458,2.4821994,59.296082,1.4718471
1293,Vanguard University Of Southern California,Private Non-profit,Selective private,Four-year,CA,240.33333,6.1830802,18.362364,1.1353598
2895,Vassar College,Private Non-profit,Other elite schools (public and private),Four-year,NY,569.33331,3.3592291,32.58036,1.0944489
78,Vatterott College,Private For-profit,Four-year for-profit,Four-year,MO,910.5,24.197271,7.0932097,1.7163632
2665,Vaughn College Of Aeronautics And Technology,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,207.66667,36.477882,44.843544,16.357975
206,Ventura County Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,4747.3335,13.103684,15.279172,2.0021346
10060,Vernon College,Public,Two-year (public and private not-for-profit),Two-year,TX,404.66666,16.912642,13.255002,2.2417707
1335,Victor Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,1378.6666,17.720585,12.079613,2.140578
3662,Victoria College,Public,Two-year (public and private not-for-profit),Two-year,TX,717.33331,16.425104,18.974012,3.1165013
3388,Villanova University,Private Non-profit,Other elite schools (public and private),Four-year,PA,1550.3334,2.2712095,58.039921,1.3182082
1843,Vincennes University,Public,Nonselective four-year public,Four-year,IN,1995.6666,11.588706,14.943091,1.7317109
30106,Virginia College,Private For-profit,Four-year for-profit,Four-year,AL,776.33331,32.777752,3.2478712,1.0645791
3735,Virginia Commonwealth University,Public,Selective public,Four-year,VA,2608.3333,7.0848346,27.161657,1.9243585
7099,Virginia Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,334,19.285116,6.9334946,1.3371325
3753,Virginia Military Institute,Public,Selective public,Four-year,VA,287,4.6043577,43.327759,1.9949648
3754,Virginia Polytechnic Institute & State University,Public,Highly selective public,Four-year,VA,4591,2.8448775,47.519272,1.3518651
3764,Virginia State University,Public,Selective public,Four-year,VA,803.33331,19.235935,17.847628,3.4331579
3767,Virginia Wesleyan College,Private Non-profit,Selective private,Four-year,VA,210,8.0985546,15.793151,1.279017
3760,Virginia Western Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,903,11.62115,10.935054,1.2707789
3911,Viterbo University,Private Non-profit,Selective private,Four-year,WI,256.33334,6.0364256,13.288739,.80216491
9912,Volunteer State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,1300.6666,10.590322,8.2960234,.87857556
1844,Wabash College,Private Non-profit,Selective private,Four-year,IN,201.66667,4.3702493,39.637409,1.7322537
2899,Wagner College,Private Non-profit,Selective private,Four-year,NY,379.33334,5.1794524,42.187794,2.1850965
2978,Wake Forest University,Private Non-profit,Other elite schools (public and private),Four-year,NC,940.66669,1.7875917,40.344776,.72119987
4844,Wake Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1477.3334,10.36098,9.1829786,.95144659
1895,Waldorf College,Private For-profit,Four-year for-profit,Four-year,IA,117,10.320207,15.62348,1.6123755
5006,Walla Walla Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,538,12.521098,9.8788443,1.2369398
3799,Walla Walla University,Private Non-profit,Selective private,Four-year,WA,319,6.0957799,20.047722,1.2220651
3135,Walsh University,Private Non-profit,Selective private,Four-year,OH,219,4.9383416,12.81978,.63308454
8863,Walters State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,1083,18.398106,6.3340611,1.1653472
25039,Warren County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,137.5,9.9666939,23.113316,2.3036335
2979,Warren Wilson College,Private Non-profit,Selective private,Four-year,NC,167,6.592124,9.5885086,.6320864
1896,Wartburg College,Private Non-profit,Selective private,Four-year,IA,384,3.320574,23.009655,.76405263
1949,Washburn University - Topeka,Public,Selective public,Four-year,KS,789,6.8165674,13.460872,.91756934
2067,Washington Adventist University,Private Non-profit,Selective private,Four-year,MD,125.33334,8.4367943,18.934177,1.5974376
