super_opeid,name,type,tier,iclevel,state,parq,success_by_q,percent
1399,Norwalk Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,5,22.090773,27.575176
3692,Norwich University,Private Non-profit,Selective private,Four-year,VT,1,33.745037,8.2054548
3692,Norwich University,Private Non-profit,Selective private,Four-year,VT,2,37.433247,11.774408
3692,Norwich University,Private Non-profit,Selective private,Four-year,VT,3,47.70512,19.122101
3692,Norwich University,Private Non-profit,Selective private,Four-year,VT,4,46.991405,27.597296
3692,Norwich University,Private Non-profit,Selective private,Four-year,VT,5,57.796925,33.300739
2065,Notre Dame Of Maryland University,Private Non-profit,Selective private,Four-year,MD,1,24.74972,9.0509396
2065,Notre Dame Of Maryland University,Private Non-profit,Selective private,Four-year,MD,2,35.22691,16.354635
2065,Notre Dame Of Maryland University,Private Non-profit,Selective private,Four-year,MD,3,38.294201,17.867346
2065,Notre Dame Of Maryland University,Private Non-profit,Selective private,Four-year,MD,4,33.51685,25.771799
2065,Notre Dame Of Maryland University,Private Non-profit,Selective private,Four-year,MD,5,36.282696,30.955276
1509,Nova Southeastern University,Private Non-profit,Selective private,Four-year,FL,1,24.109715,13.516561
1509,Nova Southeastern University,Private Non-profit,Selective private,Four-year,FL,2,33.629158,20.490465
1509,Nova Southeastern University,Private Non-profit,Selective private,Four-year,FL,3,36.928772,21.428558
1509,Nova Southeastern University,Private Non-profit,Selective private,Four-year,FL,4,42.879696,18.942093
1509,Nova Southeastern University,Private Non-profit,Selective private,Four-year,FL,5,40.909832,25.622326
2790,Nyack College,Private Non-profit,Selective private,Four-year,NY,1,20.677118,18.072001
2790,Nyack College,Private Non-profit,Selective private,Four-year,NY,2,15.849607,20.561583
2790,Nyack College,Private Non-profit,Selective private,Four-year,NY,3,20.293861,22.266478
2790,Nyack College,Private Non-profit,Selective private,Four-year,NY,4,21.180597,21.440926
2790,Nyack College,Private Non-profit,Selective private,Four-year,NY,5,27.40106,17.659018
1824,Oakland City University,Private Non-profit,Selective private,Four-year,IN,1,2.6952448,12.364993
1824,Oakland City University,Private Non-profit,Selective private,Four-year,IN,2,12.768559,20.521086
1824,Oakland City University,Private Non-profit,Selective private,Four-year,IN,3,8.0617342,33.562504
1824,Oakland City University,Private Non-profit,Selective private,Four-year,IN,4,21.105709,24.034632
1824,Oakland City University,Private Non-profit,Selective private,Four-year,IN,5,16.793503,9.5167913
2303,Oakland Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,1,10.791954,7.7071757
2303,Oakland Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,2,13.04077,11.933069
2303,Oakland Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,3,15.70666,15.885964
2303,Oakland Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,4,17.252186,26.95252
2303,Oakland Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,5,19.587843,37.521259
2307,Oakland University,Public,Selective public,Four-year,MI,1,21.626646,5.0972743
2307,Oakland University,Public,Selective public,Four-year,MI,2,27.62466,7.9691038
2307,Oakland University,Public,Selective public,Four-year,MI,3,30.272446,12.176749
2307,Oakland University,Public,Selective public,Four-year,MI,4,33.724358,25.552532
2307,Oakland University,Public,Selective public,Four-year,MI,5,38.800041,49.20433
9896,Oakton Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,17.915272,10.774391
9896,Oakton Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,18.845125,17.337402
9896,Oakton Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,24.929243,20.691605
9896,Oakton Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,23.706442,23.988703
9896,Oakton Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,28.563288,27.207905
3086,Oberlin College,Private Non-profit,Other elite schools (public and private),Four-year,OH,1,29.863447,4.1793933
3086,Oberlin College,Private Non-profit,Other elite schools (public and private),Four-year,OH,2,32.692032,6.8592668
3086,Oberlin College,Private Non-profit,Other elite schools (public and private),Four-year,OH,3,29.514589,12.776509
3086,Oberlin College,Private Non-profit,Other elite schools (public and private),Four-year,OH,4,28.013845,19.382236
3086,Oberlin College,Private Non-profit,Other elite schools (public and private),Four-year,OH,5,30.584694,56.802601
1249,Occidental College,Private Non-profit,Other elite schools (public and private),Four-year,CA,1,39.126663,8.5336227
1249,Occidental College,Private Non-profit,Other elite schools (public and private),Four-year,CA,2,38.98373,9.8447609
1249,Occidental College,Private Non-profit,Other elite schools (public and private),Four-year,CA,3,47.702576,12.118489
1249,Occidental College,Private Non-profit,Other elite schools (public and private),Four-year,CA,4,45.231216,17.474445
1249,Occidental College,Private Non-profit,Other elite schools (public and private),Four-year,CA,5,42.162224,52.028679
2624,Ocean County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,15.941401,8.7761393
2624,Ocean County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,21.130474,14.128974
2624,Ocean County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,22.803902,20.804068
2624,Ocean County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,24.420004,28.592262
2624,Ocean County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,30.4097,27.698568
3596,Odessa College,Public,Two-year (public and private not-for-profit),Two-year,TX,1,22.722612,20.727978
3596,Odessa College,Public,Two-year (public and private not-for-profit),Two-year,TX,2,24.466923,23.372164
3596,Odessa College,Public,Two-year (public and private not-for-profit),Two-year,TX,3,31.224009,24.684355
3596,Odessa College,Public,Two-year (public and private not-for-profit),Two-year,TX,4,33.655006,21.153843
3596,Odessa College,Public,Two-year (public and private not-for-profit),Two-year,TX,5,32.402088,10.061669
30300,Ogeechee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,1,4.4475904,30.542013
30300,Ogeechee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,2,7.8156223,23.017017
30300,Ogeechee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,3,9.0670824,22.165554
30300,Ogeechee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,4,13.077805,15.38561
30300,Ogeechee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,5,16.030455,8.8898106
1586,Oglethorpe University,Private Non-profit,Selective private,Four-year,GA,1,32.811771,7.119669
1586,Oglethorpe University,Private Non-profit,Selective private,Four-year,GA,2,33.201843,11.713018
1586,Oglethorpe University,Private Non-profit,Selective private,Four-year,GA,3,35.413654,17.876684
1586,Oglethorpe University,Private Non-profit,Selective private,Four-year,GA,4,25.11422,21.705677
1586,Oglethorpe University,Private Non-profit,Selective private,Four-year,GA,5,35.013069,41.584957
3035,Ohio Dominican University,Private Non-profit,Selective private,Four-year,OH,1,13.787399,8.5124884
3035,Ohio Dominican University,Private Non-profit,Selective private,Four-year,OH,2,15.926497,17.38504
3035,Ohio Dominican University,Private Non-profit,Selective private,Four-year,OH,3,23.793648,24.158588
3035,Ohio Dominican University,Private Non-profit,Selective private,Four-year,OH,4,26.37878,29.890097
3035,Ohio Dominican University,Private Non-profit,Selective private,Four-year,OH,5,20.100746,20.053793
3089,Ohio Northern University,Private Non-profit,Selective private,Four-year,OH,1,52.099304,3.0293937
3089,Ohio Northern University,Private Non-profit,Selective private,Four-year,OH,2,50.883312,9.3187513
3089,Ohio Northern University,Private Non-profit,Selective private,Four-year,OH,3,52.855247,20.227327
3089,Ohio Northern University,Private Non-profit,Selective private,Four-year,OH,4,59.694641,35.096329
3089,Ohio Northern University,Private Non-profit,Selective private,Four-year,OH,5,64.348564,32.328201
3100,Ohio University,Public,Selective public,Four-year,OH,1,15.213553,5.1085258
3100,Ohio University,Public,Selective public,Four-year,OH,2,19.308304,10.610467
3100,Ohio University,Public,Selective public,Four-year,OH,3,26.896063,19.271427
3100,Ohio University,Public,Selective public,Four-year,OH,4,31.865269,29.859737
3100,Ohio University,Public,Selective public,Four-year,OH,5,42.298786,35.149837
3109,Ohio Wesleyan University,Private Non-profit,Selective private,Four-year,OH,1,41.290085,4.2281747
3109,Ohio Wesleyan University,Private Non-profit,Selective private,Four-year,OH,2,33.040733,6.7331443
3109,Ohio Wesleyan University,Private Non-profit,Selective private,Four-year,OH,3,32.675686,16.828323
3109,Ohio Wesleyan University,Private Non-profit,Selective private,Four-year,OH,4,35.923557,26.537186
3109,Ohio Wesleyan University,Private Non-profit,Selective private,Four-year,OH,5,41.284786,45.67318
4481,Ohlone College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,29.00564,7.1223803
4481,Ohlone College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,24.945692,11.357154
4481,Ohlone College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,26.858833,18.363413
4481,Ohlone College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,32.182552,26.138317
4481,Ohlone College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,34.824749,37.018734
5511,Okefenokee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,1,4.2760415,36.769367
5511,Okefenokee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,2,3.461796,24.979685
5511,Okefenokee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,3,9.5695162,21.711603
5511,Okefenokee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,4,11.929996,11.957769
5511,Okefenokee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,5,20.408707,4.5815787
3164,Oklahoma Baptist University,Private Non-profit,Selective private,Four-year,OK,1,12.274143,5.5161223
3164,Oklahoma Baptist University,Private Non-profit,Selective private,Four-year,OK,2,19.95681,11.02306
3164,Oklahoma Baptist University,Private Non-profit,Selective private,Four-year,OK,3,21.086718,19.163097
3164,Oklahoma Baptist University,Private Non-profit,Selective private,Four-year,OK,4,30.151255,28.315607
3164,Oklahoma Baptist University,Private Non-profit,Selective private,Four-year,OK,5,32.188049,35.982113
3165,Oklahoma Christian University,Private Non-profit,Selective private,Four-year,OK,1,20.564335,6.1223664
3165,Oklahoma Christian University,Private Non-profit,Selective private,Four-year,OK,2,23.246279,11.219044
3165,Oklahoma Christian University,Private Non-profit,Selective private,Four-year,OK,3,24.061562,18.906206
3165,Oklahoma Christian University,Private Non-profit,Selective private,Four-year,OK,4,25.990782,30.504967
3165,Oklahoma Christian University,Private Non-profit,Selective private,Four-year,OK,5,35.1339,33.247417
10391,Oklahoma City Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,1,12.905701,14.136457
10391,Oklahoma City Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,2,16.581669,18.063955
10391,Oklahoma City Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,3,18.150105,24.296909
10391,Oklahoma City Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,4,22.241272,25.942915
10391,Oklahoma City Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,5,24.761971,17.559755
3166,Oklahoma City University,Private Non-profit,Selective private,Four-year,OK,1,20.916021,7.0655866
3166,Oklahoma City University,Private Non-profit,Selective private,Four-year,OK,2,20.026485,8.8560658
3166,Oklahoma City University,Private Non-profit,Selective private,Four-year,OK,3,34.159298,16.887835
3166,Oklahoma City University,Private Non-profit,Selective private,Four-year,OK,4,29.877222,22.547169
3166,Oklahoma City University,Private Non-profit,Selective private,Four-year,OK,5,31.464962,44.643341
3174,Oklahoma Panhandle State University,Public,Selective public,Four-year,OK,1,20.735069,12.205757
3174,Oklahoma Panhandle State University,Public,Selective public,Four-year,OK,2,13.695248,22.599024
3174,Oklahoma Panhandle State University,Public,Selective public,Four-year,OK,3,24.682865,30.396223
3174,Oklahoma Panhandle State University,Public,Selective public,Four-year,OK,4,26.104311,27.054537
3174,Oklahoma Panhandle State University,Public,Selective public,Four-year,OK,5,21.606441,7.7444611
3170,Oklahoma State University,Public,Selective public,Four-year,OK,1,32.675652,6.1238341
3170,Oklahoma State University,Public,Selective public,Four-year,OK,2,33.743889,12.046425
3170,Oklahoma State University,Public,Selective public,Four-year,OK,3,36.857479,19.215376
3170,Oklahoma State University,Public,Selective public,Four-year,OK,4,38.781837,27.349079
3170,Oklahoma State University,Public,Selective public,Four-year,OK,5,44.874485,35.265289
216,Oklahoma State University - Oklahoma City,Public,Nonselective four-year public,Four-year,OK,1,11.650084,14.062416
216,Oklahoma State University - Oklahoma City,Public,Nonselective four-year public,Four-year,OK,2,13.974924,20.758326
216,Oklahoma State University - Oklahoma City,Public,Nonselective four-year public,Four-year,OK,3,22.338367,22.363623
216,Oklahoma State University - Oklahoma City,Public,Nonselective four-year public,Four-year,OK,4,21.012856,25.765509
216,Oklahoma State University - Oklahoma City,Public,Nonselective four-year public,Four-year,OK,5,23.939919,17.050137
3172,Oklahoma State University Institute Of Technology - Okmulgee,Public,Nonselective four-year public,Four-year,OK,1,15.233892,17.298912
3172,Oklahoma State University Institute Of Technology - Okmulgee,Public,Nonselective four-year public,Four-year,OK,2,24.610487,22.829378
3172,Oklahoma State University Institute Of Technology - Okmulgee,Public,Nonselective four-year public,Four-year,OK,3,27.932512,25.698608
3172,Oklahoma State University Institute Of Technology - Okmulgee,Public,Nonselective four-year public,Four-year,OK,4,27.121296,23.198143
3172,Oklahoma State University Institute Of Technology - Okmulgee,Public,Nonselective four-year public,Four-year,OK,5,32.735474,10.974972
3728,Old Dominion University,Public,Selective public,Four-year,VA,1,28.022749,8.4604912
3728,Old Dominion University,Public,Selective public,Four-year,VA,2,31.660694,13.374801
3728,Old Dominion University,Public,Selective public,Four-year,VA,3,34.773655,21.683422
3728,Old Dominion University,Public,Selective public,Four-year,VA,4,33.637074,27.147734
3728,Old Dominion University,Public,Selective public,Four-year,VA,5,38.441338,29.333561
2308,Olivet College,Private Non-profit,Selective private,Four-year,MI,1,9.642004,12.720069
2308,Olivet College,Private Non-profit,Selective private,Four-year,MI,2,13.942154,15.410007
2308,Olivet College,Private Non-profit,Selective private,Four-year,MI,3,22.562378,27.320183
2308,Olivet College,Private Non-profit,Selective private,Four-year,MI,4,21.109797,25.240719
2308,Olivet College,Private Non-profit,Selective private,Four-year,MI,5,24.863131,19.309034
1741,Olivet Nazarene University,Private Non-profit,Selective private,Four-year,IL,1,18.554525,6.5652752
1741,Olivet Nazarene University,Private Non-profit,Selective private,Four-year,IL,2,16.022848,13.354753
1741,Olivet Nazarene University,Private Non-profit,Selective private,Four-year,IL,3,22.212307,23.828369
1741,Olivet Nazarene University,Private Non-profit,Selective private,Four-year,IL,4,26.413277,29.054216
1741,Olivet Nazarene University,Private Non-profit,Selective private,Four-year,IL,5,29.849052,27.197382
13005,Olympian Academy Of Cosmetology,Private For-profit,Less than two-year schools of any type,Less than Two-year,NM,1,1.2229955,24.415569
13005,Olympian Academy Of Cosmetology,Private For-profit,Less than two-year schools of any type,Less than Two-year,NM,2,2.108403,25.631672
13005,Olympian Academy Of Cosmetology,Private For-profit,Less than two-year schools of any type,Less than Two-year,NM,3,3.2282238,23.337036
13005,Olympian Academy Of Cosmetology,Private For-profit,Less than two-year schools of any type,Less than Two-year,NM,4,6.4970918,17.268497
13005,Olympian Academy Of Cosmetology,Private For-profit,Less than two-year schools of any type,Less than Two-year,NM,5,5.3131504,9.3472195
3784,Olympic College,Public,Nonselective four-year public,Four-year,WA,1,10.132466,8.9990158
3784,Olympic College,Public,Nonselective four-year public,Four-year,WA,2,18.813141,14.09279
3784,Olympic College,Public,Nonselective four-year public,Four-year,WA,3,21.495108,24.804356
3784,Olympic College,Public,Nonselective four-year public,Four-year,WA,4,24.71612,32.815201
3784,Olympic College,Public,Nonselective four-year public,Four-year,WA,5,27.766243,19.288631
2875,Onondaga Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,8.263876,11.109529
2875,Onondaga Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,12.146286,17.030058
2875,Onondaga Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,15.218856,22.393538
2875,Onondaga Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,17.601616,27.72854
2875,Onondaga Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,23.354715,21.73834
3985,Oral Roberts University,Private Non-profit,Selective private,Four-year,OK,1,15.178795,9.452364
3985,Oral Roberts University,Private Non-profit,Selective private,Four-year,OK,2,21.637503,17.5084
3985,Oral Roberts University,Private Non-profit,Selective private,Four-year,OK,3,26.610338,21.378262
3985,Oral Roberts University,Private Non-profit,Selective private,Four-year,OK,4,26.502674,24.414337
3985,Oral Roberts University,Private Non-profit,Selective private,Four-year,OK,5,32.070305,27.246639
2876,Orange County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,17.051229,9.4203339
2876,Orange County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,20.356813,15.167832
2876,Orange County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,22.162052,20.333874
2876,Orange County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,26.479698,29.180634
2876,Orange County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,31.763756,25.897324
25132,Orange Technical Education Centers - Orlando Technical,Public,Two-year (public and private not-for-profit),Two-year,FL,1,6.1993213,24.62009
25132,Orange Technical Education Centers - Orlando Technical,Public,Two-year (public and private not-for-profit),Two-year,FL,2,7.6683412,27.770504
25132,Orange Technical Education Centers - Orlando Technical,Public,Two-year (public and private not-for-profit),Two-year,FL,3,6.9514222,21.747026
25132,Orange Technical Education Centers - Orlando Technical,Public,Two-year (public and private not-for-profit),Two-year,FL,4,7.5365586,17.714449
25132,Orange Technical Education Centers - Orlando Technical,Public,Two-year (public and private not-for-profit),Two-year,FL,5,6.8220391,8.1479244
6815,Orangeburg - Calhoun Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,1,4.2138081,33.353142
6815,Orangeburg - Calhoun Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,2,8.9413223,25.03064
6815,Orangeburg - Calhoun Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,3,8.4984999,19.962481
6815,Orangeburg - Calhoun Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,4,16.575024,15.907105
6815,Orangeburg - Calhoun Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,5,16.946926,5.7466388
3211,Oregon Institute Of Technology,Public,Selective public,Four-year,OR,1,36.084667,9.7608461
3211,Oregon Institute Of Technology,Public,Selective public,Four-year,OR,2,38.007782,15.997259
3211,Oregon Institute Of Technology,Public,Selective public,Four-year,OR,3,41.607899,22.547155
3211,Oregon Institute Of Technology,Public,Selective public,Four-year,OR,4,59.106628,29.258638
3211,Oregon Institute Of Technology,Public,Selective public,Four-year,OR,5,48.561394,22.436104
3210,Oregon State University,Public,Selective public,Four-year,OR,1,32.703476,5.0318747
3210,Oregon State University,Public,Selective public,Four-year,OR,2,33.886028,9.081399
3210,Oregon State University,Public,Selective public,Four-year,OR,3,39.335552,16.655586
3210,Oregon State University,Public,Selective public,Four-year,OR,4,44.537601,26.889765
3210,Oregon State University,Public,Selective public,Four-year,OR,5,46.381756,42.341377
21830,Orleans Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,1,6.3501148,25.281816
21830,Orleans Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,2,13.75144,27.894533
21830,Orleans Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,3,14.18732,21.815109
21830,Orleans Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,4,9.5168276,15.959608
21830,Orleans Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,5,32.924496,9.0489416
1362,Otero Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,1,6.1893058,21.225586
1362,Otero Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,2,6.581202,26.454046
1362,Otero Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,3,11.226688,22.520977
1362,Otero Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,4,15.305114,19.792425
1362,Otero Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,5,26.494652,10.006976
1251,Otis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,1,39.971699,10.674747
1251,Otis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,2,46.04995,17.102755
1251,Otis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,3,32.09161,18.377712
1251,Otis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,4,30.930605,19.65806
1251,Otis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,5,35.799576,34.186729
1937,Ottawa University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,AZ,1,6.5991244,11.509389
1937,Ottawa University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,AZ,2,18.608448,21.144365
1937,Ottawa University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,AZ,3,22.928928,23.168209
1937,Ottawa University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,AZ,4,28.452801,27.373426
1937,Ottawa University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,AZ,5,15.873286,16.804609
3110,Otterbein University,Private Non-profit,Selective private,Four-year,OH,1,26.298958,4.6451077
3110,Otterbein University,Private Non-profit,Selective private,Four-year,OH,2,26.961697,11.142276
3110,Otterbein University,Private Non-profit,Selective private,Four-year,OH,3,26.235481,20.722502
3110,Otterbein University,Private Non-profit,Selective private,Four-year,OH,4,31.375938,30.149317
3110,Otterbein University,Private Non-profit,Selective private,Four-year,OH,5,32.951393,33.340794
1102,Ouachita Baptist University,Private Non-profit,Selective private,Four-year,AR,1,25.620491,9.199872
1102,Ouachita Baptist University,Private Non-profit,Selective private,Four-year,AR,2,24.843967,11.458884
1102,Ouachita Baptist University,Private Non-profit,Selective private,Four-year,AR,3,29.430395,17.929863
1102,Ouachita Baptist University,Private Non-profit,Selective private,Four-year,AR,4,26.424307,27.218994
1102,Ouachita Baptist University,Private Non-profit,Selective private,Four-year,AR,5,34.87632,34.192383
2023,Our Lady Of Holy Cross College,Private Non-profit,Selective private,Four-year,LA,1,21.063608,8.7925415
2023,Our Lady Of Holy Cross College,Private Non-profit,Selective private,Four-year,LA,2,16.864586,12.317283
2023,Our Lady Of Holy Cross College,Private Non-profit,Selective private,Four-year,LA,3,22.348162,19.071167
2023,Our Lady Of Holy Cross College,Private Non-profit,Selective private,Four-year,LA,4,25.171162,27.610287
2023,Our Lady Of Holy Cross College,Private Non-profit,Selective private,Four-year,LA,5,22.432278,32.208733
31062,Our Lady Of The Lake College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,LA,1,14.083107,6.3360162
31062,Our Lady Of The Lake College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,LA,2,15.645371,15.273602
31062,Our Lady Of The Lake College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,LA,3,26.222807,17.701313
31062,Our Lady Of The Lake College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,LA,4,29.731972,31.672501
31062,Our Lady Of The Lake College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,LA,5,29.534296,29.016563
3598,Our Lady Of The Lake University,Private Non-profit,Selective private,Four-year,TX,1,16.320995,22.076452
3598,Our Lady Of The Lake University,Private Non-profit,Selective private,Four-year,TX,2,17.203459,27.259207
3598,Our Lady Of The Lake University,Private Non-profit,Selective private,Four-year,TX,3,25.817814,24.315056
3598,Our Lady Of The Lake University,Private Non-profit,Selective private,Four-year,TX,4,23.024208,16.38118
3598,Our Lady Of The Lake University,Private Non-profit,Selective private,Four-year,TX,5,27.585829,9.9681063
5753,Owens State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,1,9.4420128,11.986499
5753,Owens State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,2,13.346773,16.792234
5753,Owens State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,3,18.066811,26.009512
5753,Owens State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,4,20.202656,30.748579
5753,Owens State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,5,20.672983,14.463181
22027,Ozark Christian College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,1,11.458282,10.642555
22027,Ozark Christian College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,2,11.402846,19.006861
22027,Ozark Christian College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,3,13.561564,23.820505
22027,Ozark Christian College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,4,14.429646,29.128546
22027,Ozark Christian College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,5,16.69886,17.401548
30830,Ozarks Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,1,8.4124832,14.462954
30830,Ozarks Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,2,11.674327,21.081457
30830,Ozarks Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,3,12.212423,28.815287
30830,Ozarks Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,4,15.072696,23.787184
30830,Ozarks Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,5,16.658808,11.853122
30198,PCI Health Training Center,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,1,2.831475,35.123337
30198,PCI Health Training Center,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,2,2.7221489,35.560249
30198,PCI Health Training Center,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,3,8.6748857,14.806311
30198,PCI Health Training Center,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,4,2.3177083,8.9107952
30198,PCI Health Training Center,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,5,30.451744,5.599298
2791,Pace University,Private Non-profit,Selective private,Four-year,NY,1,55.575592,15.173292
2791,Pace University,Private Non-profit,Selective private,Four-year,NY,2,50.078659,19.243732
2791,Pace University,Private Non-profit,Selective private,Four-year,NY,3,53.443192,18.526562
2791,Pace University,Private Non-profit,Selective private,Four-year,NY,4,53.646362,19.999739
2791,Pace University,Private Non-profit,Selective private,Four-year,NY,5,57.391674,27.056671
3785,Pacific Lutheran University,Private Non-profit,Selective private,Four-year,WA,1,28.835831,3.2666116
3785,Pacific Lutheran University,Private Non-profit,Selective private,Four-year,WA,2,41.685928,8.4774761
3785,Pacific Lutheran University,Private Non-profit,Selective private,Four-year,WA,3,34.678894,18.553947
3785,Pacific Lutheran University,Private Non-profit,Selective private,Four-year,WA,4,35.551842,27.052324
3785,Pacific Lutheran University,Private Non-profit,Selective private,Four-year,WA,5,43.240162,42.649651
1258,Pacific Union College,Private Non-profit,Selective private,Four-year,CA,1,45.066921,6.1517224
1258,Pacific Union College,Private Non-profit,Selective private,Four-year,CA,2,41.66671,11.683501
1258,Pacific Union College,Private Non-profit,Selective private,Four-year,CA,3,40.55088,17.195189
1258,Pacific Union College,Private Non-profit,Selective private,Four-year,CA,4,42.007591,22.731197
1258,Pacific Union College,Private Non-profit,Selective private,Four-year,CA,5,48.552681,42.238392
3212,Pacific University,Private Non-profit,Selective private,Four-year,OR,1,31.443565,4.3146348
3212,Pacific University,Private Non-profit,Selective private,Four-year,OR,2,32.999065,10.413397
3212,Pacific University,Private Non-profit,Selective private,Four-year,OR,3,35.688431,21.547846
3212,Pacific University,Private Non-profit,Selective private,Four-year,OR,4,37.37936,30.736187
3212,Pacific University,Private Non-profit,Selective private,Four-year,OR,5,44.548149,32.987934
1587,Paine College,Private Non-profit,Selective private,Four-year,GA,1,6.7691989,30.075237
1587,Paine College,Private Non-profit,Selective private,Four-year,GA,2,11.299133,29.531145
